,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Total_Stops,Additional_Info,Price,Duration_IN_Hours,Duration_IN_Min,price_per_min
5180,IndiGo,12/04/2019,Kolkata,Banglore,CCU ? BLR,11:30,14:05,non-stop,No info,4174,2,5,1.79683756588404
5181,IndiGo,9/06/2019,Banglore,Delhi,BLR ? DEL,16:55,19:45,non-stop,No info,4823,2,0,1.49284677586564
5182,Air India,09/03/2019,Banglore,New Delhi,BLR ? COK ? DEL,22:00,13:20 13 Mar,1 stop,No info,8425,15,0,6.40949554896142
5183,Jet Airways,15/05/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,non-stop,No info,7229,2,5,1.03748789597455
5184,GoAir,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:35,1 stop,No info,5281,9,0,6.13520166635107
5185,Jet Airways,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,04:25 10 Mar,1 stop,No info,17549,20,5,4.11989287138868
5186,Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,21:00,1 stop,No info,13797,13,0,3.39204174820613
5187,IndiGo,12/04/2019,Banglore,Delhi,BLR ? DEL,08:30,11:20,non-stop,No info,4823,2,0,1.49284677586564
5188,Air India,3/06/2019,Delhi,Cochin,DEL ? BLR ? COK,17:40,09:35 04 Jun,1 stop,No info,7258,15,5,7.4813998346652
5189,Multiple carriers,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,01:35 04 Mar,1 stop,No info,18192,12,5,2.39116094986807
5190,Air India,1/05/2019,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,10:00,05:25 02 May,2 stops,No info,13899,19,5,4.94280164040579
5191,Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,20:45,1 stop,In-flight meal not included,10844,6,0,1.99188491331612
5192,Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,09:45 13 May,1 stop,No info,14151,24,0,6.10557557769769
5193,Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,15:15,01:35 07 Mar,1 stop,No info,15147,10,0,2.3767082590612
5194,GoAir,15/06/2019,Banglore,Delhi,BLR ? DEL,07:45,10:40,non-stop,No info,3898,2,5,1.92406362237045
5195,IndiGo,15/05/2019,Delhi,Cochin,DEL ? HYD ? COK,05:05,16:10,1 stop,No info,6818,11,5,5.85215605749487
5196,Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,12:00 16 May,1 stop,No info,14781,19,0,4.62756241120357
5197,Air Asia,21/05/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,15:10,23:30,2 stops,No info,5192,8,0,5.54699537750385
5198,Jet Airways,27/06/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:30,12:35,2 stops,No info,14441,7,5,1.76580569212658
5199,Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,21:05 25 May,1 stop,No info,14151,24,0,6.10557557769769
5200,IndiGo,18/05/2019,Kolkata,Banglore,CCU ? BBI ? BLR,19:35,23:15,1 stop,No info,4226,3,0,2.55560814008519
5201,Air India,27/05/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,20:15,19:15 28 May,2 stops,No info,13381,23,0,6.18787833495254
5202,Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,04:55,19:00,1 stop,No info,10678,14,5,4.74808016482487
5203,Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,18:50,1 stop,No info,12242,7,0,2.05848717529815
5204,Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:20,non-stop,In-flight meal not included,4995,1,5,0.780780780780781
5205,Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,20:55,04:25 02 Jun,1 stop,In-flight meal not included,10262,7,0,2.45566166439291
5206,SpiceJet,15/04/2019,Kolkata,Banglore,CCU ? BLR,22:20,00:40 16 Apr,non-stop,No check-in baggage included,3841,2,0,1.87451184587347
5207,Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,12:00 10 May,1 stop,In-flight meal not included,9663,16,0,5.96088171375349
5208,IndiGo,18/04/2019,Kolkata,Banglore,CCU ? BLR,11:30,14:05,non-stop,No info,5224,2,5,1.43568147013783
5209,Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,19:15,1 stop,No info,14533,12,0,2.97254524186335
5210,SpiceJet,24/05/2019,Mumbai,Hyderabad,BOM ? HYD,22:45,00:15 25 May,non-stop,No info,2017,1,0,1.78482895389192
5211,Jet Airways,12/06/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,non-stop,In-flight meal not included,5769,3,5,1.92407696307852
5212,Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,10:45,18:50,1 stop,No info,11622,8,5,2.50387196695922
5213,IndiGo,3/04/2019,Banglore,Delhi,BLR ? DEL,18:55,21:50,non-stop,No info,4823,2,5,1.55504872486005
5214,Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,14:05,11:25 19 Mar,1 stop,In-flight meal not included,7832,21,0,9.65270684371808
5215,Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,19:15,1 stop,No info,9001,11,5,4.43284079546717
5216,IndiGo,27/06/2019,Mumbai,Hyderabad,BOM ? HYD,12:00,13:30,non-stop,No info,2754,1,0,1.30718954248366
5217,Jet Airways,24/05/2019,Banglore,Delhi,BLR ? DEL,07:10,10:10,non-stop,No info,7229,3,0,1.49398257020335
5218,IndiGo,9/03/2019,Delhi,Cochin,DEL ? TRV ? COK,21:05,01:45 10 Mar,1 stop,No info,6937,4,0,2.0758252847052
5219,Air India,6/06/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,01:20 07 Jun,2 stops,No info,13033,15,0,4.14332847387401
5220,SpiceJet,3/05/2019,Banglore,Delhi,BLR ? DEL,05:55,08:35,non-stop,No info,3625,2,0,1.98620689655172
5221,Jet Airways,27/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,21:25,19:00 28 Jun,2 stops,No info,13292,21,5,5.71020162503762
5222,Air India,12/03/2019,Banglore,New Delhi,BLR ? BOM ? NAG ? DEL,08:50,10:15 13 Mar,2 stops,No info,12778,25,5,7.06683362028486
5223,SpiceJet,1/06/2019,Kolkata,Banglore,CCU ? BLR,14:55,17:25,non-stop,No check-in baggage included,3841,2,0,1.87451184587347
5224,IndiGo,18/03/2019,Mumbai,Hyderabad,BOM ? HYD,21:20,22:45,non-stop,No info,2227,1,5,1.75123484508307
5225,SpiceJet,9/05/2019,Kolkata,Banglore,CCU ? PNQ ? BLR,08:35,17:15,1 stop,No info,6171,8,0,4.66699076324745
5226,Air India,12/05/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,07:55 13 May,2 stops,No info,10676,19,5,6.43499437991757
5227,Jet Airways,24/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,12:35 25 Jun,2 stops,No info,13014,17,5,4.72568003688336
5228,IndiGo,18/03/2019,Mumbai,Hyderabad,BOM ? HYD,02:30,04:00,non-stop,No info,2754,1,0,1.30718954248366
5229,Air India,27/03/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,07:40 28 Mar,2 stops,No info,8367,14,5,6.05951954105414
5230,Jet Airways,3/04/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,04:25 04 Apr,1 stop,In-flight meal not included,5177,26,0,18.0799690940699
5231,SpiceJet,18/04/2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,non-stop,No info,4174,2,0,1.72496406324868
5232,Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,08:45,19:00,1 stop,No info,9794,10,5,3.70635082703696
5233,Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? HYD ? COK,09:45,16:10,1 stop,No info,10486,6,5,2.08849895098226
5234,Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:15,1 stop,No info,15058,11,5,2.64975428343738
5235,IndiGo,27/04/2019,Kolkata,Banglore,CCU ? BLR,22:15,00:50 28 Apr,non-stop,No info,4804,2,5,1.56119900083264
5236,Jet Airways,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,19:45 07 Mar,1 stop,No info,17024,27,5,5.72720864661654
5237,GoAir,12/05/2019,Kolkata,Banglore,CCU ? AMD ? BLR,16:40,00:15 13 May,1 stop,No info,8855,7,5,2.87972896668549
5238,Air India,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,21:00,07:40 10 Jun,1 stop,No info,8372,10,0,4.30004777830865
5239,Jet Airways,24/06/2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:20,non-stop,In-flight meal not included,4050,1,5,0.962962962962963
5240,Jet Airways,12/05/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,non-stop,No info,7229,2,5,1.03748789597455
5241,SpiceJet,18/03/2019,Mumbai,Hyderabad,BOM ? HYD,05:45,07:05,non-stop,No check-in baggage included,2385,1,0,1.50943396226415
5242,GoAir,24/06/2019,Banglore,Delhi,BLR ? DEL,11:40,14:30,non-stop,No info,3898,2,0,1.84710107747563
5243,IndiGo,03/03/2019,Banglore,New Delhi,BLR ? DEL,01:30,04:15,non-stop,No info,6860,2,5,1.0932944606414
5244,SpiceJet,27/05/2019,Delhi,Cochin,DEL ? MAA ? COK,06:05,11:20,1 stop,No info,6749,5,5,2.71151281671359
5245,Air India,21/05/2019,Kolkata,Banglore,CCU ? VNS ? DEL ? BLR,14:30,23:15,2 stops,No info,15107,8,5,1.92625934997021
5246,Jet Airways,15/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,04:25 16 Jun,2 stops,In-flight meal not included,10368,18,5,6.27893518518519
5247,Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,07:00,21:20,1 stop,In-flight meal not included,7832,14,0,6.43513789581205
5248,SpiceJet,27/05/2019,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,non-stop,No check-in baggage included,2385,1,0,1.50943396226415
5249,IndiGo,24/06/2019,Kolkata,Banglore,CCU ? BLR,14:25,16:55,non-stop,No info,4804,2,0,1.49875104079933
5250,Air India,21/03/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,19:15 22 Mar,2 stops,No info,8236,26,5,11.4011656143759
5251,IndiGo,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,21:00,1 stop,No info,6416,9,0,5.0498753117207
5252,Jet Airways,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:00,1 stop,In-flight meal not included,10262,7,0,2.45566166439291
5253,Jet Airways,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,19:00 10 Jun,1 stop,No info,14714,20,0,4.89329889900775
5254,SpiceJet,1/04/2019,Kolkata,Banglore,CCU ? IXB ? BLR,15:55,21:25,1 stop,No info,7646,5,0,2.35417211613916
5255,Air India,1/06/2019,Delhi,Cochin,DEL ? MAA ? COK,20:40,09:25 02 Jun,1 stop,No info,7480,12,5,5.81550802139037
5256,Vistara,27/05/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,non-stop,No info,11982,2,0,0.600901352028042
5257,Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:15,1 stop,No info,8309,8,0,3.46612107353472
5258,Jet Airways,9/06/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:30,12:35,2 stops,In-flight meal not included,13344,7,5,1.91097122302158
5259,Air India,1/04/2019,Kolkata,Banglore,CCU ? HYD ? BLR,19:00,09:50 02 Apr,1 stop,No info,4227,14,0,11.9233498935415
5260,Air India,21/03/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,07:40 22 Mar,2 stops,No info,9706,19,0,7.04718730682052
5261,SpiceJet,6/05/2019,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,non-stop,No info,2017,1,0,1.78482895389192
5262,IndiGo,12/06/2019,Delhi,Cochin,DEL ? HYD ? COK,08:35,22:30,1 stop,No info,6442,13,5,7.31139397702577
5263,Jet Airways,15/06/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,non-stop,No info,8016,3,5,1.38473053892216
5264,IndiGo,1/04/2019,Delhi,Cochin,DEL ? HYD ? COK,06:50,12:10,1 stop,No info,5298,5,0,3.39750849377123
5265,Vistara,21/05/2019,Banglore,Delhi,BLR ? DEL,17:00,19:35,non-stop,No info,4878,2,5,1.53751537515375
5266,Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,04:25 25 Jun,1 stop,In-flight meal not included,10262,14,5,4.94055739621906
5267,IndiGo,12/05/2019,Kolkata,Banglore,CCU ? HYD ? BLR,04:50,09:50,1 stop,No info,4176,5,0,4.31034482758621
5268,IndiGo,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,01:30 16 Jun,1 stop,No info,5883,14,5,8.61805201427843
5269,Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:00,1 stop,No info,12717,9,0,2.54777070063694
5270,IndiGo,12/05/2019,Chennai,Kolkata,MAA ? CCU,07:55,10:15,non-stop,No info,3850,2,0,1.87012987012987
5271,IndiGo,27/05/2019,Chennai,Kolkata,MAA ? CCU,19:35,21:55,non-stop,No info,3597,2,0,2.00166805671393
5272,SpiceJet,9/05/2019,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,non-stop,No check-in baggage included,2175,1,0,1.6551724137931
5273,Air Asia,12/04/2019,Banglore,Delhi,BLR ? DEL,23:55,02:45 13 Apr,non-stop,No info,7080,2,0,1.01694915254237
5274,Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,08:15 02 Apr,1 stop,In-flight meal not included,8849,11,5,4.50898406599616
5275,Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,19:50,1 stop,In-flight meal not included,9899,11,5,4.03071017274472
5276,Vistara,15/06/2019,Banglore,Delhi,BLR ? DEL,07:00,09:40,non-stop,No info,4878,2,0,1.4760147601476
5277,Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,19:15,1 stop,No info,7787,11,5,5.12392448953384
5278,SpiceJet,3/05/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,non-stop,No info,3597,2,0,2.00166805671393
5279,GoAir,1/04/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:35,1 stop,No info,5281,9,0,6.13520166635107
5280,Vistara,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,18:50 16 May,1 stop,No info,9345,22,0,8.47512038523274
5281,IndiGo,24/06/2019,Delhi,Cochin,DEL ? HYD ? COK,11:55,22:30,1 stop,No info,6442,10,5,5.6348959950326
5282,IndiGo,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:15,21:00,1 stop,No info,6838,11,5,5.8350394852296
5283,SpiceJet,3/06/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,non-stop,No info,3597,2,0,2.00166805671393
5284,SpiceJet,21/03/2019,Mumbai,Hyderabad,BOM ? HYD,05:45,07:05,non-stop,No info,3173,1,0,1.13457295934447
5285,Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,01:30 04 Jun,1 stop,No info,13377,7,5,1.90625700829782
5286,Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,18:00 10 May,1 stop,In-flight meal not included,9314,21,5,8.14902297616491
5287,Multiple carriers,9/03/2019,Delhi,Cochin,DEL ? HYD ? COK,13:15,22:20,1 stop,No info,9856,9,5,3.31777597402597
5288,Air India,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:15,1 stop,No info,8372,11,5,4.76588628762542
5289,Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,18:15 02 Apr,1 stop,In-flight meal not included,7064,23,0,11.7214043035108
5290,IndiGo,1/05/2019,Kolkata,Banglore,CCU ? BLR,22:15,00:50 02 May,non-stop,No info,4804,2,5,1.56119900083264
5291,Jet Airways,27/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,19:00,2 stops,In-flight meal not included,13029,13,0,3.59198710568731
5292,IndiGo,24/05/2019,Delhi,Cochin,DEL ? HYD ? COK,14:20,22:30,1 stop,No info,7640,8,0,3.7696335078534
5293,Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:00,15:15,1 stop,No info,22270,7,5,1.14503816793893
5294,Air India,1/04/2019,Banglore,Delhi,BLR ? DEL,21:05,23:55,non-stop,No info,4441,2,0,1.62125647376717
5295,Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,04:25 28 May,1 stop,In-flight meal not included,12898,19,5,5.32640719491394
5296,Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,16:20 02 Apr,1 stop,In-flight meal not included,7064,21,5,10.7446206115515
5297,Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,20:45,1 stop,In-flight meal not included,10844,12,0,3.98376982663224
5298,SpiceJet,9/06/2019,Kolkata,Banglore,CCU ? BLR,09:00,11:25,non-stop,No info,4174,2,5,1.79683756588404
5299,Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,20:45 13 Jun,1 stop,In-flight meal not included,8529,28,5,11.8536756946887
5300,IndiGo,21/05/2019,Banglore,Delhi,BLR ? DEL,22:10,01:00 22 May,non-stop,No info,3625,2,0,1.98620689655172
5301,IndiGo,21/05/2019,Banglore,Delhi,BLR ? DEL,00:30,03:25,non-stop,No info,3419,2,5,2.19362386662767
5302,IndiGo,24/05/2019,Chennai,Kolkata,MAA ? CCU,05:15,07:40,non-stop,No info,3850,2,5,1.94805194805195
5303,Air India,24/05/2019,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,16:50,13:45 25 May,2 stops,No info,12802,20,5,5.64755506952039
5304,SpiceJet,6/03/2019,Delhi,Cochin,DEL ? MAA ? COK,15:55,21:55,1 stop,No info,9748,6,0,2.21583914649159
5305,IndiGo,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:10,01:30 04 Jun,1 stop,No info,6104,8,0,4.71821756225426
5306,IndiGo,21/06/2019,Banglore,Delhi,BLR ? DEL,21:15,00:15 22 Jun,non-stop,No info,3943,3,0,2.73903119452194
5307,IndiGo,3/06/2019,Delhi,Cochin,DEL ? HYD ? COK,06:50,16:10,1 stop,No info,7514,9,0,4.31195102475379
5308,Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? DEL,19:55,22:35,non-stop,No info,18308,2,0,0.393270701332751
5309,Air India,6/03/2019,Mumbai,Hyderabad,BOM ? GOI ? PNQ ? HYD,21:10,16:55,2 stops,No info,17327,4,5,0.848386910601951
5310,Air India,27/03/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,13:05,07:40 28 Mar,2 stops,No info,8892,18,5,7.32118758434548
5311,Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:20,19:00,1 stop,No info,9794,8,0,2.94057586277313
5312,IndiGo,1/04/2019,Banglore,Delhi,BLR ? DEL,00:30,03:25,non-stop,No info,4423,2,5,1.69568166402894
5313,Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,20:45 25 May,1 stop,In-flight meal not included,10844,24,5,7.99520472150498
5314,Jet Airways,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,19:00 10 May,1 stop,No info,15554,24,5,5.57412884145557
5315,Vistara,1/05/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,non-stop,No info,11982,2,0,0.600901352028042
5316,IndiGo,3/06/2019,Mumbai,Hyderabad,BOM ? HYD,06:25,07:55,non-stop,No info,4049,1,0,0.889108421832551
5317,IndiGo,24/03/2019,Kolkata,Banglore,CCU ? BLR,14:20,16:55,non-stop,No info,5618,2,5,1.33499466002136
5318,Air India,27/06/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,20:15,19:15 28 Jun,2 stops,No info,13591,23,0,6.09226694135825
5319,Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,01:30 28 May,1 stop,No info,9508,15,0,5.67942785023138
5320,SpiceJet,18/06/2019,Chennai,Kolkata,MAA ? CCU,09:45,12:00,non-stop,No check-in baggage included,3543,2,5,2.11685012701101
5321,Jet Airways,18/04/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,non-stop,No info,7229,3,5,1.53548208604233
5322,Vistara,18/06/2019,Banglore,Delhi,BLR ? DEL,11:30,14:20,non-stop,No info,4668,2,0,1.54241645244216
5323,Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,10:05 22 May,1 stop,No info,14388,20,0,5.00417014178482
5324,Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,12:00 16 May,1 stop,In-flight meal not included,10844,17,5,5.67133898930284
5325,Air India,9/06/2019,Delhi,Cochin,DEL ? MAA ? COK,20:40,09:25 10 Jun,1 stop,No info,7690,12,5,5.65669700910273
5326,Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,09:45 22 May,1 stop,No info,13067,24,0,6.61207622254534
5327,SpiceJet,3/04/2019,Mumbai,Hyderabad,BOM ? HYD,05:45,07:15,non-stop,No check-in baggage included,1965,1,0,1.83206106870229
5328,Jet Airways,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,18:50 10 Mar,1 stop,No info,16289,26,0,5.74620909816441
5329,Air India,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,08:55 13 May,1 stop,No info,10203,12,5,4.26345192590415
5330,Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,23:35,1 stop,No info,15149,9,0,2.13875503333553
5331,Vistara,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,23:25,1 stop,No info,9345,6,5,2.34349919743178
5332,SpiceJet,18/05/2019,Mumbai,Hyderabad,BOM ? HYD,05:45,07:15,non-stop,No info,2017,1,0,1.78482895389192
5333,Vistara,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,23:25,1 stop,No info,9345,16,5,6.19582664526485
5334,Air India,6/05/2019,Kolkata,Banglore,CCU ? MAA ? BLR,14:35,15:20 07 May,1 stop,No info,6528,24,5,13.28125
5335,Multiple carriers,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,13:20,1 stop,No info,15603,6,0,1.38434916362238
5336,Jet Airways,24/06/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,06:45,04:25 25 Jun,2 stops,No info,13376,21,0,5.65191387559809
5337,SpiceJet,27/06/2019,Delhi,Cochin,DEL ? MAA ? COK,06:05,11:20,1 stop,No info,5583,5,5,3.27780763030629
5338,Jet Airways,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,19:00 10 Jun,1 stop,In-flight meal not included,10577,27,0,9.18975134726293
5339,Air India,15/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,07:40 16 May,2 stops,No info,10651,19,0,6.42193221293775
5340,Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,04:40 13 Jun,1 stop,In-flight meal not included,7594,14,5,6.67632341322096
5341,Air Asia,1/05/2019,Kolkata,Banglore,CCU ? BBI ? BLR,06:50,10:30,1 stop,No info,6857,3,0,1.57503281318361
5342,IndiGo,27/04/2019,Banglore,Delhi,BLR ? DEL,13:00,15:50,non-stop,No info,4423,2,0,1.62785439746778
5343,Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:30,12:35,2 stops,In-flight meal not included,13344,7,5,1.91097122302158
5344,SpiceJet,27/04/2019,Banglore,Delhi,BLR ? DEL,21:10,00:05 28 Apr,non-stop,No info,3971,2,5,1.8886930244271
5345,Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:00,1 stop,No info,18371,10,0,1.95961025529367
5346,Jet Airways,27/03/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,04:25 29 Mar,2 stops,In-flight meal not included,6643,33,5,17.92864669577
5347,Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:15,1 stop,No info,15077,7,5,1.69131790143928
5348,Air India,1/05/2019,Banglore,Delhi,BLR ? DEL,10:00,12:45,non-stop,No info,6121,2,5,1.22528998529652
5349,SpiceJet,3/03/2019,Mumbai,Hyderabad,BOM ? HYD,13:10,14:30,non-stop,No info,5755,1,0,0.625543006081668
5350,Air India,9/04/2019,Delhi,Cochin,DEL ? MAA ? COK,20:40,09:25 10 Apr,1 stop,No info,4487,12,5,9.69467350122576
5351,SpiceJet,21/05/2019,Delhi,Cochin,DEL ? PNQ ? COK,08:45,13:15,1 stop,No check-in baggage included,5158,4,0,2.79177975959674
5352,Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,04:40 02 May,1 stop,In-flight meal not included,8586,8,0,3.35429769392034
5353,Air India,1/06/2019,Mumbai,Hyderabad,BOM ? HYD,06:20,07:40,non-stop,No info,3100,1,0,1.16129032258065
5354,Jet Airways,9/05/2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:20,non-stop,In-flight meal not included,3210,1,5,1.21495327102804
5355,Jet Airways,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,19:15,12:35 10 May,1 stop,In-flight meal not included,12373,17,0,4.94625394003071
5356,Multiple carriers,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,06:40,18:50,1 stop,No info,15135,12,0,2.85431119920714
5357,Jet Airways,27/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,05:30,19:00,2 stops,No info,13292,13,0,3.52091483599157
5358,SpiceJet,6/06/2019,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,non-stop,No info,2017,1,0,1.78482895389192
5359,Jet Airways,12/06/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,14:35,12:35 13 Jun,2 stops,In-flight meal not included,10919,22,0,7.25341148456818
5360,Vistara,6/03/2019,Mumbai,Hyderabad,BOM ? DEL ? HYD,21:55,22:55 07 Mar,1 stop,No info,12395,25,0,7.2609923356192
5361,SpiceJet,21/06/2019,Chennai,Kolkata,MAA ? CCU,09:45,12:00,non-stop,No check-in baggage included,3543,2,5,2.11685012701101
5362,Jet Airways,6/05/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,non-stop,In-flight meal not included,2228,1,0,1.61579892280072
5363,Air India,21/03/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,19:15 22 Mar,2 stops,No info,8236,23,0,10.0534239922292
5364,Air Asia,3/06/2019,Delhi,Cochin,DEL ? BLR ? COK,16:45,06:35 04 Jun,1 stop,No info,11410,13,0,4.10166520595968
5365,Jet Airways,21/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,12:35 22 May,2 stops,No info,15129,13,0,3.09339678762641
5366,GoAir,24/06/2019,Kolkata,Banglore,CCU ? BLR,15:20,17:55,non-stop,No info,3514,2,5,2.13431986340353
